Municipio,Año,Subtipo de delito,Valor
Cajeme,2026,Robo de vehículo automotor - Coche de 4 ruedas,15
Cajeme,2026,Robo de vehículo automotor - Embarcaciones,0
Cajeme,2026,Robo de vehículo automotor - Motocicleta,54
Cajeme,2026,Robo en transporte individual,0
Cajeme,2026,Robo en transporte público colectivo,0
Cajeme,2026,Robo en transporte público individual,0
Cajeme,2026,Secuestro con calidad de rehén,0
Cajeme,2026,Secuestro exprés,0
Cajeme,2026,Secuestro extorsivo,0
Cajeme,2026,Secuestro para causar daño,0
Cajeme,2026,Suplantación y usurpación de identidad,1
Cajeme,2026,Tentativa de extorsión por otros medios,0
Cajeme,2026,Tentativa de extorsión presencial,0
Cajeme,2026,Tentativa de feminicidio,2
Cajeme,2026,Tentativa de homicidio doloso,24
Cajeme,2026,Tortura,0
Cajeme,2026,Trata de personas con fines de explotación sexual,0
Cajeme,2026,Trata de personas con fines de trabajo o servicios forzados,0
Cajeme,2026,Trata de personas con fines de tráfico de órganos,0
Cajeme,2026,Trata de personas con otros fines,0
Cajeme,2026,Tráfico de menores,0
Cajeme,2026,Violación a la intimidad sexual,1
Cajeme,2026,Violación equiparada,1
Cajeme,2026,Violación simple,0
Cajeme,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Cajeme,2026,Violencia familiar,118
Cananea,2026,Aborto,0
Cananea,2026,Abuso de confianza,1
Cananea,2026,Abuso sexual,2
Cananea,2026,Acoso sexual,2
Cananea,2026,Allanamiento de morada,0
Cananea,2026,Amenazas,4
Cananea,2026,Contra el medio ambiente,0
Cananea,2026,Corrupción de menores,0
Cananea,2026,Daño a la propiedad,3
Cananea,2026,Delitos cometidos por servidores públicos,0
Cananea,2026,Delitos contra la administración de justicia,0
Cananea,2026,Despojo,1
Cananea,2026,Discriminación,0
Cananea,2026,Electorales,0
Cananea,2026,Evasión de presos,0
Cananea,2026,Extorsión por otros medios,0
Cananea,2026,Extorsión presencial,0
Cananea,2026,Falsedad,0
Cananea,2026,Falsificación,0
Cananea,2026,Feminicidio,0
Cananea,2026,Fraude,2
Cananea,2026,Homicidio culposo,1
Cananea,2026,Homicidio doloso,1
Cananea,2026,Hostigamiento sexual,0
Cananea,2026,Incesto,0
Cananea,2026,Incumplimiento de obligaciones de asistencia familiar,3
Cananea,2026,Lesiones culposas,2
Cananea,2026,Lesiones dolosas,4
Cananea,2026,Narcomenudeo con fines de venta,0
Cananea,2026,Narcomenudeo posesión simple,0
Cananea,2026,Otros delitos contra el patrimonio,0
Cananea,2026,Otros delitos contra la familia,0
Cananea,2026,Otros delitos contra la sociedad,0
Cananea,2026,Otros delitos del Fuero Común,3
Cananea,2026,Otros delitos que atentan contra la libertad personal,0
Cananea,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Cananea,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Cananea,2026,Otros robos,0
Cananea,2026,Pornografía infantil,0
Cananea,2026,Privación ilegal de la libertad,0
Cananea,2026,Rapto,0
Cananea,2026,Retención o sustracción de menores e incapaces,0
Cananea,2026,Robo a casa habitación,0
Cananea,2026,Robo a institución bancaria,0
Cananea,2026,Robo a negocio,0
Cananea,2026,Robo a transeúnte en espacio abierto al público,0
Cananea,2026,Robo a transeúnte en vía pública,0
Cananea,2026,Robo a transportista,0
Cananea,2026,Robo de autopartes,0
Cananea,2026,Robo de ganado,0
Cananea,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Cananea,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Cananea,2026,Robo de maquinaria - Tractores y/o montacargas,0
Cananea,2026,Robo de vehículo automotor - Coche de 4 ruedas,1
Cananea,2026,Robo de vehículo automotor - Embarcaciones,0
Cananea,2026,Robo de vehículo automotor - Motocicleta,1
Cananea,2026,Robo en transporte individual,0
Cananea,2026,Robo en transporte público colectivo,0
Cananea,2026,Robo en transporte público individual,0
Cananea,2026,Secuestro con calidad de rehén,0
Cananea,2026,Secuestro exprés,0
Cananea,2026,Secuestro extorsivo,0
Cananea,2026,Secuestro para causar daño,0
Cananea,2026,Suplantación y usurpación de identidad,0
Cananea,2026,Tentativa de extorsión por otros medios,0
Cananea,2026,Tentativa de extorsión presencial,0
Cananea,2026,Tentativa de feminicidio,0
Cananea,2026,Tentativa de homicidio doloso,0
Cananea,2026,Tortura,0
Cananea,2026,Trata de personas con fines de explotación sexual,0
Cananea,2026,Trata de personas con fines de trabajo o servicios forzados,0
Cananea,2026,Trata de personas con fines de tráfico de órganos,0
Cananea,2026,Trata de personas con otros fines,0
Cananea,2026,Tráfico de menores,0
Cananea,2026,Violación a la intimidad sexual,0
Cananea,2026,Violación equiparada,0
Cananea,2026,Violación simple,0
Cananea,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Cananea,2026,Violencia familiar,11
Carbó,2026,Aborto,0
Carbó,2026,Abuso de confianza,0
Carbó,2026,Abuso sexual,0
Carbó,2026,Acoso sexual,0
Carbó,2026,Allanamiento de morada,0
Carbó,2026,Amenazas,0
Carbó,2026,Contra el medio ambiente,0
Carbó,2026,Corrupción de menores,0
Carbó,2026,Daño a la propiedad,0
Carbó,2026,Delitos cometidos por servidores públicos,0
Carbó,2026,Delitos contra la administración de justicia,0
Carbó,2026,Despojo,0
Carbó,2026,Discriminación,0
Carbó,2026,Electorales,0
Carbó,2026,Evasión de presos,0
Carbó,2026,Extorsión por otros medios,0
Carbó,2026,Extorsión presencial,0
Carbó,2026,Falsedad,0
Carbó,2026,Falsificación,1
Carbó,2026,Feminicidio,0
Carbó,2026,Fraude,0
Carbó,2026,Homicidio culposo,0
Carbó,2026,Homicidio doloso,0
Carbó,2026,Hostigamiento sexual,0
Carbó,2026,Incesto,0
Carbó,2026,Incumplimiento de obligaciones de asistencia familiar,0
Carbó,2026,Lesiones culposas,0
Carbó,2026,Lesiones dolosas,1
Carbó,2026,Narcomenudeo con fines de venta,0
Carbó,2026,Narcomenudeo posesión simple,0
Carbó,2026,Otros delitos contra el patrimonio,0
Carbó,2026,Otros delitos contra la familia,0
Carbó,2026,Otros delitos contra la sociedad,0
Carbó,2026,Otros delitos del Fuero Común,0
Carbó,2026,Otros delitos que atentan contra la libertad personal,0
Carbó,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Carbó,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Carbó,2026,Otros robos,0
Carbó,2026,Pornografía infantil,0
Carbó,2026,Privación ilegal de la libertad,0
Carbó,2026,Rapto,0
Carbó,2026,Retención o sustracción de menores e incapaces,0
Carbó,2026,Robo a casa habitación,0
Carbó,2026,Robo a institución bancaria,0
Carbó,2026,Robo a negocio,0
Carbó,2026,Robo a transeúnte en espacio abierto al público,0
Carbó,2026,Robo a transeúnte en vía pública,0
Carbó,2026,Robo a transportista,0
Carbó,2026,Robo de autopartes,0
Carbó,2026,Robo de ganado,0
Carbó,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Carbó,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Carbó,2026,Robo de maquinaria - Tractores y/o montacargas,0
Carbó,2026,Robo de vehículo automotor - Coche de 4 ruedas,1
Carbó,2026,Robo de vehículo automotor - Embarcaciones,0
Carbó,2026,Robo de vehículo automotor - Motocicleta,0
Carbó,2026,Robo en transporte individual,0
Carbó,2026,Robo en transporte público colectivo,0
Carbó,2026,Robo en transporte público individual,0
Carbó,2026,Secuestro con calidad de rehén,0
Carbó,2026,Secuestro exprés,0
Carbó,2026,Secuestro extorsivo,0
Carbó,2026,Secuestro para causar daño,0
Carbó,2026,Suplantación y usurpación de identidad,0
Carbó,2026,Tentativa de extorsión por otros medios,0
Carbó,2026,Tentativa de extorsión presencial,0
Carbó,2026,Tentativa de feminicidio,0
Carbó,2026,Tentativa de homicidio doloso,0
Carbó,2026,Tortura,0
Carbó,2026,Trata de personas con fines de explotación sexual,0
Carbó,2026,Trata de personas con fines de trabajo o servicios forzados,0
Carbó,2026,Trata de personas con fines de tráfico de órganos,0
Carbó,2026,Trata de personas con otros fines,0
Carbó,2026,Tráfico de menores,0
Carbó,2026,Violación a la intimidad sexual,0
Carbó,2026,Violación equiparada,0
Carbó,2026,Violación simple,0
Carbó,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Carbó,2026,Violencia familiar,1
Cucurpe,2026,Aborto,0
Cucurpe,2026,Abuso de confianza,0
Cucurpe,2026,Abuso sexual,0
Cucurpe,2026,Acoso sexual,0
Cucurpe,2026,Allanamiento de morada,0
Cucurpe,2026,Amenazas,0
Cucurpe,2026,Contra el medio ambiente,0
Cucurpe,2026,Corrupción de menores,0
Cucurpe,2026,Daño a la propiedad,0
Cucurpe,2026,Delitos cometidos por servidores públicos,0
Cucurpe,2026,Delitos contra la administración de justicia,0
Cucurpe,2026,Despojo,0
Cucurpe,2026,Discriminación,0
Cucurpe,2026,Electorales,0
Cucurpe,2026,Evasión de presos,0
Cucurpe,2026,Extorsión por otros medios,0
Cucurpe,2026,Extorsión presencial,0
Cucurpe,2026,Falsedad,0
Cucurpe,2026,Falsificación,0
Cucurpe,2026,Feminicidio,0
Cucurpe,2026,Fraude,0
Cucurpe,2026,Homicidio culposo,0
Cucurpe,2026,Homicidio doloso,0
Cucurpe,2026,Hostigamiento sexual,0
Cucurpe,2026,Incesto,0
Cucurpe,2026,Incumplimiento de obligaciones de asistencia familiar,0
Cucurpe,2026,Lesiones culposas,0
Cucurpe,2026,Lesiones dolosas,0
Cucurpe,2026,Narcomenudeo con fines de venta,0
Cucurpe,2026,Narcomenudeo posesión simple,0
Cucurpe,2026,Otros delitos contra el patrimonio,0
Cucurpe,2026,Otros delitos contra la familia,0
Cucurpe,2026,Otros delitos contra la sociedad,0
Cucurpe,2026,Otros delitos del Fuero Común,0
Cucurpe,2026,Otros delitos que atentan contra la libertad personal,0
Cucurpe,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Cucurpe,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Cucurpe,2026,Otros robos,0
Cucurpe,2026,Pornografía infantil,0
Cucurpe,2026,Privación ilegal de la libertad,0
Cucurpe,2026,Rapto,0
Cucurpe,2026,Retención o sustracción de menores e incapaces,0
Cucurpe,2026,Robo a casa habitación,0
Cucurpe,2026,Robo a institución bancaria,0
Cucurpe,2026,Robo a negocio,0
Cucurpe,2026,Robo a transeúnte en espacio abierto al público,0
Cucurpe,2026,Robo a transeúnte en vía pública,0
Cucurpe,2026,Robo a transportista,0
Cucurpe,2026,Robo de autopartes,0
Cucurpe,2026,Robo de ganado,0
Cucurpe,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Cucurpe,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Cucurpe,2026,Robo de maquinaria - Tractores y/o montacargas,0
Cucurpe,2026,Robo de vehículo automotor - Coche de 4 ruedas,0
Cucurpe,2026,Robo de vehículo automotor - Embarcaciones,0
Cucurpe,2026,Robo de vehículo automotor - Motocicleta,0
Cucurpe,2026,Robo en transporte individual,0
Cucurpe,2026,Robo en transporte público colectivo,0
Cucurpe,2026,Robo en transporte público individual,0
Cucurpe,2026,Secuestro con calidad de rehén,0
Cucurpe,2026,Secuestro exprés,0
Cucurpe,2026,Secuestro extorsivo,0
Cucurpe,2026,Secuestro para causar daño,0
Cucurpe,2026,Suplantación y usurpación de identidad,0
Cucurpe,2026,Tentativa de extorsión por otros medios,0
Cucurpe,2026,Tentativa de extorsión presencial,0
Cucurpe,2026,Tentativa de feminicidio,0
Cucurpe,2026,Tentativa de homicidio doloso,0
Cucurpe,2026,Tortura,0
Cucurpe,2026,Trata de personas con fines de explotación sexual,0
Cucurpe,2026,Trata de personas con fines de trabajo o servicios forzados,0
Cucurpe,2026,Trata de personas con fines de tráfico de órganos,0
Cucurpe,2026,Trata de personas con otros fines,0
Cucurpe,2026,Tráfico de menores,0
Cucurpe,2026,Violación a la intimidad sexual,0
Cucurpe,2026,Violación equiparada,0
Cucurpe,2026,Violación simple,0
Cucurpe,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Cucurpe,2026,Violencia familiar,0
Cumpas,2026,Aborto,0
Cumpas,2026,Abuso de confianza,0
Cumpas,2026,Abuso sexual,0
Cumpas,2026,Acoso sexual,0
Cumpas,2026,Allanamiento de morada,0
Cumpas,2026,Amenazas,1
Cumpas,2026,Contra el medio ambiente,0
Cumpas,2026,Corrupción de menores,0
Cumpas,2026,Daño a la propiedad,2
Cumpas,2026,Delitos cometidos por servidores públicos,0
Cumpas,2026,Delitos contra la administración de justicia,0
Cumpas,2026,Despojo,2
Cumpas,2026,Discriminación,0
Cumpas,2026,Electorales,0
Cumpas,2026,Evasión de presos,0
Cumpas,2026,Extorsión por otros medios,0
Cumpas,2026,Extorsión presencial,0
Cumpas,2026,Falsedad,0
Cumpas,2026,Falsificación,0
Cumpas,2026,Feminicidio,0
Cumpas,2026,Fraude,3
Cumpas,2026,Homicidio culposo,0
Cumpas,2026,Homicidio doloso,0
Cumpas,2026,Hostigamiento sexual,0
Cumpas,2026,Incesto,0
Cumpas,2026,Incumplimiento de obligaciones de asistencia familiar,2
Cumpas,2026,Lesiones culposas,0
Cumpas,2026,Lesiones dolosas,0
Cumpas,2026,Narcomenudeo con fines de venta,0
Cumpas,2026,Narcomenudeo posesión simple,0
Cumpas,2026,Otros delitos contra el patrimonio,0
Cumpas,2026,Otros delitos contra la familia,0
Cumpas,2026,Otros delitos contra la sociedad,0
Cumpas,2026,Otros delitos del Fuero Común,1
Cumpas,2026,Otros delitos que atentan contra la libertad personal,0
Cumpas,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Cumpas,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Cumpas,2026,Otros robos,0
Cumpas,2026,Pornografía infantil,0
Cumpas,2026,Privación ilegal de la libertad,0
Cumpas,2026,Rapto,0
Cumpas,2026,Retención o sustracción de menores e incapaces,0
Cumpas,2026,Robo a casa habitación,0
Cumpas,2026,Robo a institución bancaria,0
Cumpas,2026,Robo a negocio,0
Cumpas,2026,Robo a transeúnte en espacio abierto al público,0
Cumpas,2026,Robo a transeúnte en vía pública,0
Cumpas,2026,Robo a transportista,0
Cumpas,2026,Robo de autopartes,0
Cumpas,2026,Robo de ganado,0
Cumpas,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Cumpas,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Cumpas,2026,Robo de maquinaria - Tractores y/o montacargas,0
Cumpas,2026,Robo de vehículo automotor - Coche de 4 ruedas,0
Cumpas,2026,Robo de vehículo automotor - Embarcaciones,0
Cumpas,2026,Robo de vehículo automotor - Motocicleta,0
Cumpas,2026,Robo en transporte individual,0
Cumpas,2026,Robo en transporte público colectivo,0
Cumpas,2026,Robo en transporte público individual,0
Cumpas,2026,Secuestro con calidad de rehén,0
Cumpas,2026,Secuestro exprés,0
Cumpas,2026,Secuestro extorsivo,0
Cumpas,2026,Secuestro para causar daño,0
Cumpas,2026,Suplantación y usurpación de identidad,0
Cumpas,2026,Tentativa de extorsión por otros medios,0
Cumpas,2026,Tentativa de extorsión presencial,0
Cumpas,2026,Tentativa de feminicidio,0
Cumpas,2026,Tentativa de homicidio doloso,0
Cumpas,2026,Tortura,0
Cumpas,2026,Trata de personas con fines de explotación sexual,0
Cumpas,2026,Trata de personas con fines de trabajo o servicios forzados,0
Cumpas,2026,Trata de personas con fines de tráfico de órganos,0
Cumpas,2026,Trata de personas con otros fines,0
Cumpas,2026,Tráfico de menores,0
Cumpas,2026,Violación a la intimidad sexual,0
Cumpas,2026,Violación equiparada,0
Cumpas,2026,Violación simple,0
Cumpas,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Cumpas,2026,Violencia familiar,6
Divisaderos,2026,Aborto,0
Divisaderos,2026,Abuso de confianza,0
Divisaderos,2026,Abuso sexual,1
Divisaderos,2026,Acoso sexual,0
Divisaderos,2026,Allanamiento de morada,0
Divisaderos,2026,Amenazas,0
Divisaderos,2026,Contra el medio ambiente,0
Divisaderos,2026,Corrupción de menores,0
Divisaderos,2026,Daño a la propiedad,0
Divisaderos,2026,Delitos cometidos por servidores públicos,0
Divisaderos,2026,Delitos contra la administración de justicia,0
Divisaderos,2026,Despojo,0
Divisaderos,2026,Discriminación,0
Divisaderos,2026,Electorales,0
Divisaderos,2026,Evasión de presos,0
Divisaderos,2026,Extorsión por otros medios,0
Divisaderos,2026,Extorsión presencial,0
Divisaderos,2026,Falsedad,0
Divisaderos,2026,Falsificación,0
Divisaderos,2026,Feminicidio,0
Divisaderos,2026,Fraude,0
Divisaderos,2026,Homicidio culposo,0
Divisaderos,2026,Homicidio doloso,0
Divisaderos,2026,Hostigamiento sexual,0
Divisaderos,2026,Incesto,0
Divisaderos,2026,Incumplimiento de obligaciones de asistencia familiar,0
Divisaderos,2026,Lesiones culposas,0
Divisaderos,2026,Lesiones dolosas,0
Divisaderos,2026,Narcomenudeo con fines de venta,0
Divisaderos,2026,Narcomenudeo posesión simple,0
Divisaderos,2026,Otros delitos contra el patrimonio,0
Divisaderos,2026,Otros delitos contra la familia,0
Divisaderos,2026,Otros delitos contra la sociedad,0
Divisaderos,2026,Otros delitos del Fuero Común,0
Divisaderos,2026,Otros delitos que atentan contra la libertad personal,0
Divisaderos,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Divisaderos,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Divisaderos,2026,Otros robos,0
Divisaderos,2026,Pornografía infantil,0
Divisaderos,2026,Privación ilegal de la libertad,0
Divisaderos,2026,Rapto,0
Divisaderos,2026,Retención o sustracción de menores e incapaces,0
Divisaderos,2026,Robo a casa habitación,0
Divisaderos,2026,Robo a institución bancaria,0
Divisaderos,2026,Robo a negocio,0
Divisaderos,2026,Robo a transeúnte en espacio abierto al público,0
Divisaderos,2026,Robo a transeúnte en vía pública,0
Divisaderos,2026,Robo a transportista,0
Divisaderos,2026,Robo de autopartes,0
Divisaderos,2026,Robo de ganado,0
Divisaderos,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Divisaderos,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Divisaderos,2026,Robo de maquinaria - Tractores y/o montacargas,0
Divisaderos,2026,Robo de vehículo automotor - Coche de 4 ruedas,0
Divisaderos,2026,Robo de vehículo automotor - Embarcaciones,0
Divisaderos,2026,Robo de vehículo automotor - Motocicleta,0
Divisaderos,2026,Robo en transporte individual,0
Divisaderos,2026,Robo en transporte público colectivo,0
Divisaderos,2026,Robo en transporte público individual,0
Divisaderos,2026,Secuestro con calidad de rehén,0
Divisaderos,2026,Secuestro exprés,0
Divisaderos,2026,Secuestro extorsivo,0
Divisaderos,2026,Secuestro para causar daño,0
Divisaderos,2026,Suplantación y usurpación de identidad,0
Divisaderos,2026,Tentativa de extorsión por otros medios,0
Divisaderos,2026,Tentativa de extorsión presencial,0
Divisaderos,2026,Tentativa de feminicidio,0
Divisaderos,2026,Tentativa de homicidio doloso,0
Divisaderos,2026,Tortura,0
Divisaderos,2026,Trata de personas con fines de explotación sexual,0
Divisaderos,2026,Trata de personas con fines de trabajo o servicios forzados,0
Divisaderos,2026,Trata de personas con fines de tráfico de órganos,0
Divisaderos,2026,Trata de personas con otros fines,0
Divisaderos,2026,Tráfico de menores,0
Divisaderos,2026,Violación a la intimidad sexual,0
Divisaderos,2026,Violación equiparada,0
Divisaderos,2026,Violación simple,0
Divisaderos,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Divisaderos,2026,Violencia familiar,0
Empalme,2026,Aborto,0
Empalme,2026,Abuso de confianza,1
Empalme,2026,Abuso sexual,0
Empalme,2026,Acoso sexual,0
Empalme,2026,Allanamiento de morada,0
Empalme,2026,Amenazas,0
Empalme,2026,Contra el medio ambiente,0
Empalme,2026,Corrupción de menores,0
Empalme,2026,Daño a la propiedad,4
Empalme,2026,Delitos cometidos por servidores públicos,0
Empalme,2026,Delitos contra la administración de justicia,0
Empalme,2026,Despojo,0
Empalme,2026,Discriminación,0
Empalme,2026,Electorales,0
Empalme,2026,Evasión de presos,0
Empalme,2026,Extorsión por otros medios,0
Empalme,2026,Extorsión presencial,0
Empalme,2026,Falsedad,0
Empalme,2026,Falsificación,0
Empalme,2026,Feminicidio,0
Empalme,2026,Fraude,1
Empalme,2026,Homicidio culposo,0
Empalme,2026,Homicidio doloso,1
Empalme,2026,Hostigamiento sexual,0
Empalme,2026,Incesto,0
Empalme,2026,Incumplimiento de obligaciones de asistencia familiar,5
Empalme,2026,Lesiones culposas,3
Empalme,2026,Lesiones dolosas,9
Empalme,2026,Narcomenudeo con fines de venta,8
Empalme,2026,Narcomenudeo posesión simple,0
Empalme,2026,Otros delitos contra el patrimonio,0
Empalme,2026,Otros delitos contra la familia,0
Empalme,2026,Otros delitos contra la sociedad,1
Empalme,2026,Otros delitos del Fuero Común,3
Empalme,2026,Otros delitos que atentan contra la libertad personal,0
Empalme,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Empalme,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Empalme,2026,Otros robos,0
Empalme,2026,Pornografía infantil,0
Empalme,2026,Privación ilegal de la libertad,4
Empalme,2026,Rapto,0
Empalme,2026,Retención o sustracción de menores e incapaces,0
Empalme,2026,Robo a casa habitación,0
Empalme,2026,Robo a institución bancaria,0
Empalme,2026,Robo a negocio,0
Empalme,2026,Robo a transeúnte en espacio abierto al público,0
Empalme,2026,Robo a transeúnte en vía pública,0
Empalme,2026,Robo a transportista,0
Empalme,2026,Robo de autopartes,0
Empalme,2026,Robo de ganado,0
Empalme,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Empalme,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Empalme,2026,Robo de maquinaria - Tractores y/o montacargas,0
Empalme,2026,Robo de vehículo automotor - Coche de 4 ruedas,6
Empalme,2026,Robo de vehículo automotor - Embarcaciones,0
Empalme,2026,Robo de vehículo automotor - Motocicleta,6
Empalme,2026,Robo en transporte individual,0
Empalme,2026,Robo en transporte público colectivo,0
Empalme,2026,Robo en transporte público individual,0
Empalme,2026,Secuestro con calidad de rehén,0
Empalme,2026,Secuestro exprés,0
Empalme,2026,Secuestro extorsivo,0
Empalme,2026,Secuestro para causar daño,0
Empalme,2026,Suplantación y usurpación de identidad,0
Empalme,2026,Tentativa de extorsión por otros medios,0
Empalme,2026,Tentativa de extorsión presencial,0
Empalme,2026,Tentativa de feminicidio,0
Empalme,2026,Tentativa de homicidio doloso,1
Empalme,2026,Tortura,0
Empalme,2026,Trata de personas con fines de explotación sexual,0
Empalme,2026,Trata de personas con fines de trabajo o servicios forzados,0
Empalme,2026,Trata de personas con fines de tráfico de órganos,0
Empalme,2026,Trata de personas con otros fines,0
Empalme,2026,Tráfico de menores,0
Empalme,2026,Violación a la intimidad sexual,0
Empalme,2026,Violación equiparada,0
Empalme,2026,Violación simple,0
Empalme,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Empalme,2026,Violencia familiar,10
Etchojoa,2026,Aborto,0
Etchojoa,2026,Abuso de confianza,1
Etchojoa,2026,Abuso sexual,0
Etchojoa,2026,Acoso sexual,0
Etchojoa,2026,Allanamiento de morada,0
Etchojoa,2026,Amenazas,1
Etchojoa,2026,Contra el medio ambiente,0
Etchojoa,2026,Corrupción de menores,0
Etchojoa,2026,Daño a la propiedad,3
Etchojoa,2026,Delitos cometidos por servidores públicos,0
Etchojoa,2026,Delitos contra la administración de justicia,0
Etchojoa,2026,Despojo,1
Etchojoa,2026,Discriminación,0
Etchojoa,2026,Electorales,0
Etchojoa,2026,Evasión de presos,0
Etchojoa,2026,Extorsión por otros medios,0
Etchojoa,2026,Extorsión presencial,0
Etchojoa,2026,Falsedad,0
Etchojoa,2026,Falsificación,0
Etchojoa,2026,Feminicidio,0
Etchojoa,2026,Fraude,0
Etchojoa,2026,Homicidio culposo,2
Etchojoa,2026,Homicidio doloso,0
Etchojoa,2026,Hostigamiento sexual,0
Etchojoa,2026,Incesto,0
Etchojoa,2026,Incumplimiento de obligaciones de asistencia familiar,2
Etchojoa,2026,Lesiones culposas,4
Etchojoa,2026,Lesiones dolosas,1
Etchojoa,2026,Narcomenudeo con fines de venta,1
Etchojoa,2026,Narcomenudeo posesión simple,0
Etchojoa,2026,Otros delitos contra el patrimonio,1
Etchojoa,2026,Otros delitos contra la familia,0
Etchojoa,2026,Otros delitos contra la sociedad,1
Etchojoa,2026,Otros delitos del Fuero Común,3
Etchojoa,2026,Otros delitos que atentan contra la libertad personal,0
Etchojoa,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,1
Etchojoa,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Etchojoa,2026,Otros robos,0
Etchojoa,2026,Pornografía infantil,0
Etchojoa,2026,Privación ilegal de la libertad,0
Etchojoa,2026,Rapto,0
Etchojoa,2026,Retención o sustracción de menores e incapaces,0
Etchojoa,2026,Robo a casa habitación,1
Etchojoa,2026,Robo a institución bancaria,0
Etchojoa,2026,Robo a negocio,0
Etchojoa,2026,Robo a transeúnte en espacio abierto al público,0
Etchojoa,2026,Robo a transeúnte en vía pública,0
Etchojoa,2026,Robo a transportista,0
Etchojoa,2026,Robo de autopartes,0
Etchojoa,2026,Robo de ganado,0
Etchojoa,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Etchojoa,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Etchojoa,2026,Robo de maquinaria - Tractores y/o montacargas,0
Etchojoa,2026,Robo de vehículo automotor - Coche de 4 ruedas,0
Etchojoa,2026,Robo de vehículo automotor - Embarcaciones,0
Etchojoa,2026,Robo de vehículo automotor - Motocicleta,3
Etchojoa,2026,Robo en transporte individual,0
Etchojoa,2026,Robo en transporte público colectivo,0
Etchojoa,2026,Robo en transporte público individual,0
Etchojoa,2026,Secuestro con calidad de rehén,0
Etchojoa,2026,Secuestro exprés,0
Etchojoa,2026,Secuestro extorsivo,0
Etchojoa,2026,Secuestro para causar daño,0
Etchojoa,2026,Suplantación y usurpación de identidad,0
Etchojoa,2026,Tentativa de extorsión por otros medios,0
Etchojoa,2026,Tentativa de extorsión presencial,0
Etchojoa,2026,Tentativa de feminicidio,0
Etchojoa,2026,Tentativa de homicidio doloso,0
Etchojoa,2026,Tortura,0
Etchojoa,2026,Trata de personas con fines de explotación sexual,0
Etchojoa,2026,Trata de personas con fines de trabajo o servicios forzados,0
Etchojoa,2026,Trata de personas con fines de tráfico de órganos,0
Etchojoa,2026,Trata de personas con otros fines,0
Etchojoa,2026,Tráfico de menores,0
Etchojoa,2026,Violación a la intimidad sexual,0
Etchojoa,2026,Violación equiparada,0
Etchojoa,2026,Violación simple,1
Etchojoa,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Etchojoa,2026,Violencia familiar,6
Fronteras,2026,Aborto,0
Fronteras,2026,Abuso de confianza,0
Fronteras,2026,Abuso sexual,0
Fronteras,2026,Acoso sexual,0
Fronteras,2026,Allanamiento de morada,0
Fronteras,2026,Amenazas,0
Fronteras,2026,Contra el medio ambiente,0
Fronteras,2026,Corrupción de menores,0
Fronteras,2026,Daño a la propiedad,1
Fronteras,2026,Delitos cometidos por servidores públicos,0
Fronteras,2026,Delitos contra la administración de justicia,0
Fronteras,2026,Despojo,0
Fronteras,2026,Discriminación,0
Fronteras,2026,Electorales,0
Fronteras,2026,Evasión de presos,0
Fronteras,2026,Extorsión por otros medios,0
Fronteras,2026,Extorsión presencial,0
Fronteras,2026,Falsedad,0
Fronteras,2026,Falsificación,0
Fronteras,2026,Feminicidio,0
