Municipio,Año,Subtipo de delito,Valor
Navojoa,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Navojoa,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Navojoa,2026,Otros robos,6
Navojoa,2026,Pornografía infantil,0
Navojoa,2026,Privación ilegal de la libertad,0
Navojoa,2026,Rapto,0
Navojoa,2026,Retención o sustracción de menores e incapaces,0
Navojoa,2026,Robo a casa habitación,3
Navojoa,2026,Robo a institución bancaria,0
Navojoa,2026,Robo a negocio,1
Navojoa,2026,Robo a transeúnte en espacio abierto al público,0
Navojoa,2026,Robo a transeúnte en vía pública,3
Navojoa,2026,Robo a transportista,0
Navojoa,2026,Robo de autopartes,0
Navojoa,2026,Robo de ganado,0
Navojoa,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Navojoa,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Navojoa,2026,Robo de maquinaria - Tractores y/o montacargas,0
Navojoa,2026,Robo de vehículo automotor - Coche de 4 ruedas,7
Navojoa,2026,Robo de vehículo automotor - Embarcaciones,0
Navojoa,2026,Robo de vehículo automotor - Motocicleta,9
Navojoa,2026,Robo en transporte individual,0
Navojoa,2026,Robo en transporte público colectivo,0
Navojoa,2026,Robo en transporte público individual,0
Navojoa,2026,Secuestro con calidad de rehén,0
Navojoa,2026,Secuestro exprés,0
Navojoa,2026,Secuestro extorsivo,0
Navojoa,2026,Secuestro para causar daño,0
Navojoa,2026,Suplantación y usurpación de identidad,0
Navojoa,2026,Tentativa de extorsión por otros medios,0
Navojoa,2026,Tentativa de extorsión presencial,0
Navojoa,2026,Tentativa de feminicidio,0
Navojoa,2026,Tentativa de homicidio doloso,0
Navojoa,2026,Tortura,0
Navojoa,2026,Trata de personas con fines de explotación sexual,0
Navojoa,2026,Trata de personas con fines de trabajo o servicios forzados,0
Navojoa,2026,Trata de personas con fines de tráfico de órganos,0
Navojoa,2026,Trata de personas con otros fines,0
Navojoa,2026,Tráfico de menores,0
Navojoa,2026,Violación a la intimidad sexual,0
Navojoa,2026,Violación equiparada,1
Navojoa,2026,Violación simple,0
Navojoa,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Navojoa,2026,Violencia familiar,26
No especificado,2026,Aborto,0
No especificado,2026,Abuso de confianza,0
No especificado,2026,Abuso sexual,0
No especificado,2026,Acoso sexual,0
No especificado,2026,Allanamiento de morada,0
No especificado,2026,Amenazas,0
No especificado,2026,Contra el medio ambiente,0
No especificado,2026,Corrupción de menores,0
No especificado,2026,Daño a la propiedad,0
No especificado,2026,Delitos cometidos por servidores públicos,0
No especificado,2026,Delitos contra la administración de justicia,0
No especificado,2026,Despojo,0
No especificado,2026,Discriminación,0
No especificado,2026,Electorales,0
No especificado,2026,Evasión de presos,0
No especificado,2026,Extorsión por otros medios,0
No especificado,2026,Extorsión presencial,0
No especificado,2026,Falsedad,0
No especificado,2026,Falsificación,0
No especificado,2026,Feminicidio,0
No especificado,2026,Fraude,0
No especificado,2026,Homicidio culposo,0
No especificado,2026,Homicidio doloso,0
No especificado,2026,Hostigamiento sexual,0
No especificado,2026,Incesto,0
No especificado,2026,Incumplimiento de obligaciones de asistencia familiar,0
No especificado,2026,Lesiones culposas,0
No especificado,2026,Lesiones dolosas,0
No especificado,2026,Narcomenudeo con fines de venta,0
No especificado,2026,Narcomenudeo posesión simple,0
No especificado,2026,Otros delitos contra el patrimonio,0
No especificado,2026,Otros delitos contra la familia,0
No especificado,2026,Otros delitos contra la sociedad,0
No especificado,2026,Otros delitos del Fuero Común,0
No especificado,2026,Otros delitos que atentan contra la libertad personal,0
No especificado,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
No especificado,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
No especificado,2026,Otros robos,0
No especificado,2026,Pornografía infantil,0
No especificado,2026,Privación ilegal de la libertad,0
No especificado,2026,Rapto,0
No especificado,2026,Retención o sustracción de menores e incapaces,0
No especificado,2026,Robo a casa habitación,0
No especificado,2026,Robo a institución bancaria,0
No especificado,2026,Robo a negocio,0
No especificado,2026,Robo a transeúnte en espacio abierto al público,0
No especificado,2026,Robo a transeúnte en vía pública,0
No especificado,2026,Robo a transportista,0
No especificado,2026,Robo de autopartes,0
No especificado,2026,Robo de ganado,0
No especificado,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
No especificado,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
No especificado,2026,Robo de maquinaria - Tractores y/o montacargas,0
No especificado,2026,Robo de vehículo automotor - Coche de 4 ruedas,0
No especificado,2026,Robo de vehículo automotor - Embarcaciones,0
No especificado,2026,Robo de vehículo automotor - Motocicleta,0
No especificado,2026,Robo en transporte individual,0
No especificado,2026,Robo en transporte público colectivo,0
No especificado,2026,Robo en transporte público individual,0
No especificado,2026,Secuestro con calidad de rehén,0
No especificado,2026,Secuestro exprés,0
No especificado,2026,Secuestro extorsivo,0
No especificado,2026,Secuestro para causar daño,0
No especificado,2026,Suplantación y usurpación de identidad,0
No especificado,2026,Tentativa de extorsión por otros medios,0
No especificado,2026,Tentativa de extorsión presencial,0
No especificado,2026,Tentativa de feminicidio,0
No especificado,2026,Tentativa de homicidio doloso,0
No especificado,2026,Tortura,0
No especificado,2026,Trata de personas con fines de explotación sexual,0
No especificado,2026,Trata de personas con fines de trabajo o servicios forzados,0
No especificado,2026,Trata de personas con fines de tráfico de órganos,0
No especificado,2026,Trata de personas con otros fines,0
No especificado,2026,Tráfico de menores,0
No especificado,2026,Violación a la intimidad sexual,0
No especificado,2026,Violación equiparada,0
No especificado,2026,Violación simple,0
No especificado,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
No especificado,2026,Violencia familiar,0
Nogales,2026,Aborto,0
Nogales,2026,Abuso de confianza,1
Nogales,2026,Abuso sexual,4
Nogales,2026,Acoso sexual,1
Nogales,2026,Allanamiento de morada,2
Nogales,2026,Amenazas,10
Nogales,2026,Contra el medio ambiente,1
Nogales,2026,Corrupción de menores,4
Nogales,2026,Daño a la propiedad,28
Nogales,2026,Delitos cometidos por servidores públicos,0
Nogales,2026,Delitos contra la administración de justicia,0
Nogales,2026,Despojo,3
Nogales,2026,Discriminación,0
Nogales,2026,Electorales,0
Nogales,2026,Evasión de presos,0
Nogales,2026,Extorsión por otros medios,0
Nogales,2026,Extorsión presencial,0
Nogales,2026,Falsedad,0
Nogales,2026,Falsificación,0
Nogales,2026,Feminicidio,0
Nogales,2026,Fraude,1
Nogales,2026,Homicidio culposo,1
Nogales,2026,Homicidio doloso,3
Nogales,2026,Hostigamiento sexual,0
Nogales,2026,Incesto,0
Nogales,2026,Incumplimiento de obligaciones de asistencia familiar,27
Nogales,2026,Lesiones culposas,4
Nogales,2026,Lesiones dolosas,19
Nogales,2026,Narcomenudeo con fines de venta,16
Nogales,2026,Narcomenudeo posesión simple,25
Nogales,2026,Otros delitos contra el patrimonio,6
Nogales,2026,Otros delitos contra la familia,2
Nogales,2026,Otros delitos contra la sociedad,2
Nogales,2026,Otros delitos del Fuero Común,17
Nogales,2026,Otros delitos que atentan contra la libertad personal,2
Nogales,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Nogales,2026,Otros delitos que atentan contra la vida y la integridad corporal,1
Nogales,2026,Otros robos,7
Nogales,2026,Pornografía infantil,1
Nogales,2026,Privación ilegal de la libertad,7
Nogales,2026,Rapto,0
Nogales,2026,Retención o sustracción de menores e incapaces,1
Nogales,2026,Robo a casa habitación,0
Nogales,2026,Robo a institución bancaria,0
Nogales,2026,Robo a negocio,7
Nogales,2026,Robo a transeúnte en espacio abierto al público,0
Nogales,2026,Robo a transeúnte en vía pública,2
Nogales,2026,Robo a transportista,0
Nogales,2026,Robo de autopartes,0
Nogales,2026,Robo de ganado,0
Nogales,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Nogales,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Nogales,2026,Robo de maquinaria - Tractores y/o montacargas,0
Nogales,2026,Robo de vehículo automotor - Coche de 4 ruedas,34
Nogales,2026,Robo de vehículo automotor - Embarcaciones,0
Nogales,2026,Robo de vehículo automotor - Motocicleta,7
Nogales,2026,Robo en transporte individual,0
Nogales,2026,Robo en transporte público colectivo,0
Nogales,2026,Robo en transporte público individual,0
Nogales,2026,Secuestro con calidad de rehén,0
Nogales,2026,Secuestro exprés,0
Nogales,2026,Secuestro extorsivo,1
Nogales,2026,Secuestro para causar daño,0
Nogales,2026,Suplantación y usurpación de identidad,0
Nogales,2026,Tentativa de extorsión por otros medios,0
Nogales,2026,Tentativa de extorsión presencial,0
Nogales,2026,Tentativa de feminicidio,1
Nogales,2026,Tentativa de homicidio doloso,4
Nogales,2026,Tortura,0
Nogales,2026,Trata de personas con fines de explotación sexual,0
Nogales,2026,Trata de personas con fines de trabajo o servicios forzados,0
Nogales,2026,Trata de personas con fines de tráfico de órganos,0
Nogales,2026,Trata de personas con otros fines,0
Nogales,2026,Tráfico de menores,0
Nogales,2026,Violación a la intimidad sexual,0
Nogales,2026,Violación equiparada,0
Nogales,2026,Violación simple,2
Nogales,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Nogales,2026,Violencia familiar,30
Nácori Chico,2026,Aborto,0
Nácori Chico,2026,Abuso de confianza,0
Nácori Chico,2026,Abuso sexual,0
Nácori Chico,2026,Acoso sexual,0
Nácori Chico,2026,Allanamiento de morada,0
Nácori Chico,2026,Amenazas,0
Nácori Chico,2026,Contra el medio ambiente,0
Nácori Chico,2026,Corrupción de menores,0
Nácori Chico,2026,Daño a la propiedad,0
Nácori Chico,2026,Delitos cometidos por servidores públicos,0
Nácori Chico,2026,Delitos contra la administración de justicia,0
Nácori Chico,2026,Despojo,0
Nácori Chico,2026,Discriminación,0
Nácori Chico,2026,Electorales,0
Nácori Chico,2026,Evasión de presos,0
Nácori Chico,2026,Extorsión por otros medios,0
Nácori Chico,2026,Extorsión presencial,0
Nácori Chico,2026,Falsedad,0
Nácori Chico,2026,Falsificación,0
Nácori Chico,2026,Feminicidio,0
Nácori Chico,2026,Fraude,0
Nácori Chico,2026,Homicidio culposo,0
Nácori Chico,2026,Homicidio doloso,0
Nácori Chico,2026,Hostigamiento sexual,0
Nácori Chico,2026,Incesto,0
Nácori Chico,2026,Incumplimiento de obligaciones de asistencia familiar,0
Nácori Chico,2026,Lesiones culposas,0
Nácori Chico,2026,Lesiones dolosas,0
Nácori Chico,2026,Narcomenudeo con fines de venta,0
Nácori Chico,2026,Narcomenudeo posesión simple,0
Nácori Chico,2026,Otros delitos contra el patrimonio,0
Nácori Chico,2026,Otros delitos contra la familia,0
Nácori Chico,2026,Otros delitos contra la sociedad,0
Nácori Chico,2026,Otros delitos del Fuero Común,0
Nácori Chico,2026,Otros delitos que atentan contra la libertad personal,0
Nácori Chico,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Nácori Chico,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Nácori Chico,2026,Otros robos,0
Nácori Chico,2026,Pornografía infantil,0
Nácori Chico,2026,Privación ilegal de la libertad,0
Nácori Chico,2026,Rapto,0
Nácori Chico,2026,Retención o sustracción de menores e incapaces,0
Nácori Chico,2026,Robo a casa habitación,0
Nácori Chico,2026,Robo a institución bancaria,0
Nácori Chico,2026,Robo a negocio,0
Nácori Chico,2026,Robo a transeúnte en espacio abierto al público,0
Nácori Chico,2026,Robo a transeúnte en vía pública,0
Nácori Chico,2026,Robo a transportista,0
Nácori Chico,2026,Robo de autopartes,0
Nácori Chico,2026,Robo de ganado,0
Nácori Chico,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Nácori Chico,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Nácori Chico,2026,Robo de maquinaria - Tractores y/o montacargas,0
Nácori Chico,2026,Robo de vehículo automotor - Coche de 4 ruedas,0
Nácori Chico,2026,Robo de vehículo automotor - Embarcaciones,0
Nácori Chico,2026,Robo de vehículo automotor - Motocicleta,0
Nácori Chico,2026,Robo en transporte individual,0
Nácori Chico,2026,Robo en transporte público colectivo,0
Nácori Chico,2026,Robo en transporte público individual,0
Nácori Chico,2026,Secuestro con calidad de rehén,0
Nácori Chico,2026,Secuestro exprés,0
Nácori Chico,2026,Secuestro extorsivo,0
Nácori Chico,2026,Secuestro para causar daño,0
Nácori Chico,2026,Suplantación y usurpación de identidad,0
Nácori Chico,2026,Tentativa de extorsión por otros medios,0
Nácori Chico,2026,Tentativa de extorsión presencial,0
Nácori Chico,2026,Tentativa de feminicidio,0
Nácori Chico,2026,Tentativa de homicidio doloso,0
Nácori Chico,2026,Tortura,0
Nácori Chico,2026,Trata de personas con fines de explotación sexual,0
Nácori Chico,2026,Trata de personas con fines de trabajo o servicios forzados,0
Nácori Chico,2026,Trata de personas con fines de tráfico de órganos,0
Nácori Chico,2026,Trata de personas con otros fines,0
Nácori Chico,2026,Tráfico de menores,0
Nácori Chico,2026,Violación a la intimidad sexual,0
Nácori Chico,2026,Violación equiparada,0
Nácori Chico,2026,Violación simple,0
Nácori Chico,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Nácori Chico,2026,Violencia familiar,0
Opodepe,2026,Aborto,0
Opodepe,2026,Abuso de confianza,0
Opodepe,2026,Abuso sexual,0
Opodepe,2026,Acoso sexual,0
Opodepe,2026,Allanamiento de morada,0
Opodepe,2026,Amenazas,0
Opodepe,2026,Contra el medio ambiente,0
Opodepe,2026,Corrupción de menores,0
Opodepe,2026,Daño a la propiedad,1
Opodepe,2026,Delitos cometidos por servidores públicos,0
Opodepe,2026,Delitos contra la administración de justicia,0
Opodepe,2026,Despojo,0
Opodepe,2026,Discriminación,0
Opodepe,2026,Electorales,0
Opodepe,2026,Evasión de presos,0
Opodepe,2026,Extorsión por otros medios,0
Opodepe,2026,Extorsión presencial,0
Opodepe,2026,Falsedad,0
Opodepe,2026,Falsificación,0
Opodepe,2026,Feminicidio,0
Opodepe,2026,Fraude,0
Opodepe,2026,Homicidio culposo,0
Opodepe,2026,Homicidio doloso,0
Opodepe,2026,Hostigamiento sexual,0
Opodepe,2026,Incesto,0
Opodepe,2026,Incumplimiento de obligaciones de asistencia familiar,0
Opodepe,2026,Lesiones culposas,0
Opodepe,2026,Lesiones dolosas,0
Opodepe,2026,Narcomenudeo con fines de venta,0
Opodepe,2026,Narcomenudeo posesión simple,0
Opodepe,2026,Otros delitos contra el patrimonio,0
Opodepe,2026,Otros delitos contra la familia,0
Opodepe,2026,Otros delitos contra la sociedad,0
Opodepe,2026,Otros delitos del Fuero Común,0
Opodepe,2026,Otros delitos que atentan contra la libertad personal,0
Opodepe,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Opodepe,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Opodepe,2026,Otros robos,2
Opodepe,2026,Pornografía infantil,0
Opodepe,2026,Privación ilegal de la libertad,0
Opodepe,2026,Rapto,0
Opodepe,2026,Retención o sustracción de menores e incapaces,0
Opodepe,2026,Robo a casa habitación,1
Opodepe,2026,Robo a institución bancaria,0
Opodepe,2026,Robo a negocio,0
Opodepe,2026,Robo a transeúnte en espacio abierto al público,0
Opodepe,2026,Robo a transeúnte en vía pública,0
Opodepe,2026,Robo a transportista,0
Opodepe,2026,Robo de autopartes,0
Opodepe,2026,Robo de ganado,0
Opodepe,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Opodepe,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Opodepe,2026,Robo de maquinaria - Tractores y/o montacargas,0
Opodepe,2026,Robo de vehículo automotor - Coche de 4 ruedas,0
Opodepe,2026,Robo de vehículo automotor - Embarcaciones,0
Opodepe,2026,Robo de vehículo automotor - Motocicleta,0
Opodepe,2026,Robo en transporte individual,0
Opodepe,2026,Robo en transporte público colectivo,0
Opodepe,2026,Robo en transporte público individual,0
Opodepe,2026,Secuestro con calidad de rehén,0
Opodepe,2026,Secuestro exprés,0
Opodepe,2026,Secuestro extorsivo,0
Opodepe,2026,Secuestro para causar daño,0
Opodepe,2026,Suplantación y usurpación de identidad,0
Opodepe,2026,Tentativa de extorsión por otros medios,0
Opodepe,2026,Tentativa de extorsión presencial,0
Opodepe,2026,Tentativa de feminicidio,0
Opodepe,2026,Tentativa de homicidio doloso,0
Opodepe,2026,Tortura,0
Opodepe,2026,Trata de personas con fines de explotación sexual,0
Opodepe,2026,Trata de personas con fines de trabajo o servicios forzados,0
Opodepe,2026,Trata de personas con fines de tráfico de órganos,0
Opodepe,2026,Trata de personas con otros fines,0
Opodepe,2026,Tráfico de menores,0
Opodepe,2026,Violación a la intimidad sexual,0
Opodepe,2026,Violación equiparada,0
Opodepe,2026,Violación simple,0
Opodepe,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Opodepe,2026,Violencia familiar,1
Oquitoa,2026,Aborto,0
Oquitoa,2026,Abuso de confianza,0
Oquitoa,2026,Abuso sexual,0
Oquitoa,2026,Acoso sexual,0
Oquitoa,2026,Allanamiento de morada,0
Oquitoa,2026,Amenazas,0
Oquitoa,2026,Contra el medio ambiente,0
Oquitoa,2026,Corrupción de menores,0
Oquitoa,2026,Daño a la propiedad,0
Oquitoa,2026,Delitos cometidos por servidores públicos,0
Oquitoa,2026,Delitos contra la administración de justicia,0
Oquitoa,2026,Despojo,0
Oquitoa,2026,Discriminación,0
Oquitoa,2026,Electorales,0
Oquitoa,2026,Evasión de presos,0
Oquitoa,2026,Extorsión por otros medios,0
Oquitoa,2026,Extorsión presencial,0
Oquitoa,2026,Falsedad,0
Oquitoa,2026,Falsificación,0
Oquitoa,2026,Feminicidio,0
Oquitoa,2026,Fraude,0
Oquitoa,2026,Homicidio culposo,0
Oquitoa,2026,Homicidio doloso,0
Oquitoa,2026,Hostigamiento sexual,0
Oquitoa,2026,Incesto,0
Oquitoa,2026,Incumplimiento de obligaciones de asistencia familiar,0
Oquitoa,2026,Lesiones culposas,0
Oquitoa,2026,Lesiones dolosas,0
Oquitoa,2026,Narcomenudeo con fines de venta,0
Oquitoa,2026,Narcomenudeo posesión simple,0
Oquitoa,2026,Otros delitos contra el patrimonio,0
Oquitoa,2026,Otros delitos contra la familia,0
Oquitoa,2026,Otros delitos contra la sociedad,0
Oquitoa,2026,Otros delitos del Fuero Común,0
Oquitoa,2026,Otros delitos que atentan contra la libertad personal,0
Oquitoa,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Oquitoa,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Oquitoa,2026,Otros robos,0
Oquitoa,2026,Pornografía infantil,0
Oquitoa,2026,Privación ilegal de la libertad,0
Oquitoa,2026,Rapto,0
Oquitoa,2026,Retención o sustracción de menores e incapaces,0
Oquitoa,2026,Robo a casa habitación,0
Oquitoa,2026,Robo a institución bancaria,0
Oquitoa,2026,Robo a negocio,0
Oquitoa,2026,Robo a transeúnte en espacio abierto al público,0
Oquitoa,2026,Robo a transeúnte en vía pública,0
Oquitoa,2026,Robo a transportista,0
Oquitoa,2026,Robo de autopartes,0
Oquitoa,2026,Robo de ganado,0
Oquitoa,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Oquitoa,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Oquitoa,2026,Robo de maquinaria - Tractores y/o montacargas,0
Oquitoa,2026,Robo de vehículo automotor - Coche de 4 ruedas,0
Oquitoa,2026,Robo de vehículo automotor - Embarcaciones,0
Oquitoa,2026,Robo de vehículo automotor - Motocicleta,0
Oquitoa,2026,Robo en transporte individual,0
Oquitoa,2026,Robo en transporte público colectivo,0
Oquitoa,2026,Robo en transporte público individual,0
Oquitoa,2026,Secuestro con calidad de rehén,0
Oquitoa,2026,Secuestro exprés,0
Oquitoa,2026,Secuestro extorsivo,0
Oquitoa,2026,Secuestro para causar daño,0
Oquitoa,2026,Suplantación y usurpación de identidad,0
Oquitoa,2026,Tentativa de extorsión por otros medios,0
Oquitoa,2026,Tentativa de extorsión presencial,0
Oquitoa,2026,Tentativa de feminicidio,0
Oquitoa,2026,Tentativa de homicidio doloso,0
Oquitoa,2026,Tortura,0
Oquitoa,2026,Trata de personas con fines de explotación sexual,0
Oquitoa,2026,Trata de personas con fines de trabajo o servicios forzados,0
Oquitoa,2026,Trata de personas con fines de tráfico de órganos,0
Oquitoa,2026,Trata de personas con otros fines,0
Oquitoa,2026,Tráfico de menores,0
Oquitoa,2026,Violación a la intimidad sexual,0
Oquitoa,2026,Violación equiparada,0
Oquitoa,2026,Violación simple,0
Oquitoa,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Oquitoa,2026,Violencia familiar,0
Pitiquito,2026,Aborto,0
Pitiquito,2026,Abuso de confianza,0
Pitiquito,2026,Abuso sexual,1
Pitiquito,2026,Acoso sexual,0
Pitiquito,2026,Allanamiento de morada,1
Pitiquito,2026,Amenazas,1
Pitiquito,2026,Contra el medio ambiente,0
Pitiquito,2026,Corrupción de menores,0
Pitiquito,2026,Daño a la propiedad,0
Pitiquito,2026,Delitos cometidos por servidores públicos,0
Pitiquito,2026,Delitos contra la administración de justicia,0
Pitiquito,2026,Despojo,0
Pitiquito,2026,Discriminación,0
Pitiquito,2026,Electorales,0
Pitiquito,2026,Evasión de presos,0
Pitiquito,2026,Extorsión por otros medios,0
Pitiquito,2026,Extorsión presencial,0
Pitiquito,2026,Falsedad,0
Pitiquito,2026,Falsificación,0
Pitiquito,2026,Feminicidio,0
Pitiquito,2026,Fraude,0
Pitiquito,2026,Homicidio culposo,1
Pitiquito,2026,Homicidio doloso,0
Pitiquito,2026,Hostigamiento sexual,0
Pitiquito,2026,Incesto,0
Pitiquito,2026,Incumplimiento de obligaciones de asistencia familiar,1
Pitiquito,2026,Lesiones culposas,1
Pitiquito,2026,Lesiones dolosas,0
Pitiquito,2026,Narcomenudeo con fines de venta,1
Pitiquito,2026,Narcomenudeo posesión simple,0
Pitiquito,2026,Otros delitos contra el patrimonio,2
Pitiquito,2026,Otros delitos contra la familia,0
Pitiquito,2026,Otros delitos contra la sociedad,0
Pitiquito,2026,Otros delitos del Fuero Común,0
Pitiquito,2026,Otros delitos que atentan contra la libertad personal,0
Pitiquito,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Pitiquito,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Pitiquito,2026,Otros robos,1
Pitiquito,2026,Pornografía infantil,0
Pitiquito,2026,Privación ilegal de la libertad,0
Pitiquito,2026,Rapto,0
Pitiquito,2026,Retención o sustracción de menores e incapaces,0
Pitiquito,2026,Robo a casa habitación,0
Pitiquito,2026,Robo a institución bancaria,0
Pitiquito,2026,Robo a negocio,0
Pitiquito,2026,Robo a transeúnte en espacio abierto al público,0
Pitiquito,2026,Robo a transeúnte en vía pública,0
Pitiquito,2026,Robo a transportista,0
Pitiquito,2026,Robo de autopartes,0
Pitiquito,2026,Robo de ganado,0
Pitiquito,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Pitiquito,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Pitiquito,2026,Robo de maquinaria - Tractores y/o montacargas,0
Pitiquito,2026,Robo de vehículo automotor - Coche de 4 ruedas,2
Pitiquito,2026,Robo de vehículo automotor - Embarcaciones,0
Pitiquito,2026,Robo de vehículo automotor - Motocicleta,0
Pitiquito,2026,Robo en transporte individual,0
Pitiquito,2026,Robo en transporte público colectivo,0
Pitiquito,2026,Robo en transporte público individual,0
Pitiquito,2026,Secuestro con calidad de rehén,0
Pitiquito,2026,Secuestro exprés,0
Pitiquito,2026,Secuestro extorsivo,0
Pitiquito,2026,Secuestro para causar daño,0
Pitiquito,2026,Suplantación y usurpación de identidad,0
Pitiquito,2026,Tentativa de extorsión por otros medios,0
Pitiquito,2026,Tentativa de extorsión presencial,0
Pitiquito,2026,Tentativa de feminicidio,0
Pitiquito,2026,Tentativa de homicidio doloso,0
Pitiquito,2026,Tortura,0
Pitiquito,2026,Trata de personas con fines de explotación sexual,0
Pitiquito,2026,Trata de personas con fines de trabajo o servicios forzados,0
Pitiquito,2026,Trata de personas con fines de tráfico de órganos,0
Pitiquito,2026,Trata de personas con otros fines,0
Pitiquito,2026,Tráfico de menores,0
Pitiquito,2026,Violación a la intimidad sexual,0
Pitiquito,2026,Violación equiparada,0
Pitiquito,2026,Violación simple,0
Pitiquito,2026,Violencia de género en todas sus modalidades distinta a la violencia familiar,0
Pitiquito,2026,Violencia familiar,0
Puerto Peñasco,2026,Aborto,0
Puerto Peñasco,2026,Abuso de confianza,0
Puerto Peñasco,2026,Abuso sexual,0
Puerto Peñasco,2026,Acoso sexual,0
Puerto Peñasco,2026,Allanamiento de morada,0
Puerto Peñasco,2026,Amenazas,1
Puerto Peñasco,2026,Contra el medio ambiente,0
Puerto Peñasco,2026,Corrupción de menores,0
Puerto Peñasco,2026,Daño a la propiedad,6
Puerto Peñasco,2026,Delitos cometidos por servidores públicos,0
Puerto Peñasco,2026,Delitos contra la administración de justicia,0
Puerto Peñasco,2026,Despojo,4
Puerto Peñasco,2026,Discriminación,0
Puerto Peñasco,2026,Electorales,0
Puerto Peñasco,2026,Evasión de presos,0
Puerto Peñasco,2026,Extorsión por otros medios,0
Puerto Peñasco,2026,Extorsión presencial,0
Puerto Peñasco,2026,Falsedad,0
Puerto Peñasco,2026,Falsificación,0
Puerto Peñasco,2026,Feminicidio,1
Puerto Peñasco,2026,Fraude,0
Puerto Peñasco,2026,Homicidio culposo,2
Puerto Peñasco,2026,Homicidio doloso,1
Puerto Peñasco,2026,Hostigamiento sexual,0
Puerto Peñasco,2026,Incesto,0
Puerto Peñasco,2026,Incumplimiento de obligaciones de asistencia familiar,5
Puerto Peñasco,2026,Lesiones culposas,1
Puerto Peñasco,2026,Lesiones dolosas,1
Puerto Peñasco,2026,Narcomenudeo con fines de venta,2
Puerto Peñasco,2026,Narcomenudeo posesión simple,7
Puerto Peñasco,2026,Otros delitos contra el patrimonio,2
Puerto Peñasco,2026,Otros delitos contra la familia,0
Puerto Peñasco,2026,Otros delitos contra la sociedad,1
Puerto Peñasco,2026,Otros delitos del Fuero Común,10
Puerto Peñasco,2026,Otros delitos que atentan contra la libertad personal,0
Puerto Peñasco,2026,Otros delitos que atentan contra la libertad y la seguridad sexual,0
Puerto Peñasco,2026,Otros delitos que atentan contra la vida y la integridad corporal,0
Puerto Peñasco,2026,Otros robos,1
Puerto Peñasco,2026,Pornografía infantil,0
Puerto Peñasco,2026,Privación ilegal de la libertad,0
Puerto Peñasco,2026,Rapto,0
Puerto Peñasco,2026,Retención o sustracción de menores e incapaces,0
Puerto Peñasco,2026,Robo a casa habitación,0
Puerto Peñasco,2026,Robo a institución bancaria,0
Puerto Peñasco,2026,Robo a negocio,0
Puerto Peñasco,2026,Robo a transeúnte en espacio abierto al público,0
Puerto Peñasco,2026,Robo a transeúnte en vía pública,0
Puerto Peñasco,2026,Robo a transportista,0
Puerto Peñasco,2026,Robo de autopartes,0
Puerto Peñasco,2026,Robo de ganado,0
Puerto Peñasco,2026,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",0
Puerto Peñasco,2026,Robo de maquinaria - Herramienta industrial o agrícola,0
Puerto Peñasco,2026,Robo de maquinaria - Tractores y/o montacargas,0
Puerto Peñasco,2026,Robo de vehículo automotor - Coche de 4 ruedas,4
Puerto Peñasco,2026,Robo de vehículo automotor - Embarcaciones,0
Puerto Peñasco,2026,Robo de vehículo automotor - Motocicleta,2
Puerto Peñasco,2026,Robo en transporte individual,0
Puerto Peñasco,2026,Robo en transporte público colectivo,0
Puerto Peñasco,2026,Robo en transporte público individual,0
