Año,Clave_Ent,Entidad,Cve. Municipio,Municipio,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Sexo,Rango de edad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Hombre,13 a 17 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Hombre,18 a 29 años,4,4,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Hombre,30 a 60 años,18,16,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Hombre,Más de 60 años,3,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Hombre,No especificado,11,11,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Mujer,18 a 29 años,3,3,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Mujer,30 a 60 años,6,13,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Mujer,Más de 60 años,3,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Mujer,No especificado,9,8,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,No identificado,No especificado,11,10,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Hombre,13 a 17 años,2,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Hombre,18 a 29 años,34,43,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Hombre,30 a 60 años,98,88,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Hombre,Más de 60 años,16,23,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Hombre,No especificado,39,42,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Mujer,0 a 12 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Mujer,13 a 17 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Mujer,18 a 29 años,17,16,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Mujer,30 a 60 años,68,55,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Mujer,Más de 60 años,5,6,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Mujer,No especificado,29,18,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,No identificado,No especificado,29,32,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,Hombre,18 a 29 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,Hombre,30 a 60 años,5,3,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,Hombre,Más de 60 años,2,4,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,Hombre,No especificado,8,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,Mujer,0 a 12 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,Mujer,18 a 29 años,1,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,Mujer,30 a 60 años,6,7,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,Mujer,Más de 60 años,3,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,Mujer,No especificado,7,4,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,No identificado,No especificado,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Extorsión,Extorsión presencial,Extorsión presencial,Mujer,13 a 17 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Extorsión,Tentativa de extorsión por otros medios,Tentativa de extorsión por otros medios,Hombre,18 a 29 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Extorsión,Tentativa de extorsión por otros medios,Tentativa de extorsión por otros medios,Hombre,30 a 60 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Extorsión,Tentativa de extorsión por otros medios,Tentativa de extorsión por otros medios,No identificado,No especificado,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Fraude,Fraude,Fraude,Hombre,18 a 29 años,10,10,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Fraude,Fraude,Fraude,Hombre,30 a 60 años,49,44,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Fraude,Fraude,Fraude,Hombre,Más de 60 años,17,18,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Fraude,Fraude,Fraude,Hombre,No especificado,13,13,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Fraude,Fraude,Fraude,Mujer,18 a 29 años,13,20,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Fraude,Fraude,Fraude,Mujer,30 a 60 años,34,28,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Fraude,Fraude,Fraude,Mujer,Más de 60 años,11,5,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Fraude,Fraude,Fraude,Mujer,No especificado,15,7,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Fraude,Fraude,Fraude,No identificado,No especificado,14,10,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Hombre,0 a 12 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Hombre,18 a 29 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Hombre,30 a 60 años,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Hombre,Más de 60 años,2,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Hombre,No especificado,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Mujer,18 a 29 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Mujer,30 a 60 años,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Mujer,No especificado,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,No identificado,No especificado,2,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Con violencia,Hombre,13 a 17 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Con violencia,Mujer,13 a 17 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Con violencia,Mujer,30 a 60 años,0,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Con violencia,Mujer,No especificado,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Con violencia,No identificado,No especificado,0,3,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,Hombre,18 a 29 años,13,13,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,Hombre,30 a 60 años,21,13,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,Hombre,Más de 60 años,5,6,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,Hombre,No especificado,13,12,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,Mujer,13 a 17 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,Mujer,18 a 29 años,5,6,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,Mujer,30 a 60 años,13,10,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,Mujer,Más de 60 años,3,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,Mujer,No especificado,3,3,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,No identificado,No especificado,78,79,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Con violencia,Hombre,18 a 29 años,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Con violencia,Hombre,30 a 60 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Con violencia,Hombre,Más de 60 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Con violencia,Mujer,No especificado,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Sin violencia,Hombre,18 a 29 años,3,8,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Sin violencia,Hombre,30 a 60 años,32,35,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Sin violencia,Hombre,Más de 60 años,10,8,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Sin violencia,Hombre,No especificado,6,5,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Sin violencia,Mujer,18 a 29 años,6,8,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Sin violencia,Mujer,30 a 60 años,34,16,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Sin violencia,Mujer,Más de 60 años,10,4,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Sin violencia,Mujer,No especificado,6,3,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Con violencia,Hombre,30 a 60 años,5,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Con violencia,Hombre,No especificado,4,3,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Con violencia,Mujer,18 a 29 años,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Con violencia,Mujer,30 a 60 años,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Con violencia,Mujer,No especificado,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Con violencia,No identificado,No especificado,14,8,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Sin violencia,Hombre,18 a 29 años,7,3,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Sin violencia,Hombre,30 a 60 años,15,21,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Sin violencia,Hombre,Más de 60 años,3,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Sin violencia,Hombre,No especificado,5,9,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Sin violencia,Mujer,18 a 29 años,1,6,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Sin violencia,Mujer,30 a 60 años,13,9,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Sin violencia,Mujer,Más de 60 años,2,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Sin violencia,Mujer,No especificado,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a negocio,Sin violencia,No identificado,No especificado,59,58,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,Hombre,13 a 17 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,Hombre,30 a 60 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,Mujer,30 a 60 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,Hombre,0 a 12 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,Hombre,13 a 17 años,4,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,Hombre,18 a 29 años,8,7,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,Hombre,30 a 60 años,10,9,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,Hombre,Más de 60 años,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,Hombre,No especificado,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,Mujer,18 a 29 años,3,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,Mujer,30 a 60 años,1,3,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,Mujer,No especificado,2,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,No identificado,No especificado,1,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,Hombre,13 a 17 años,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,Hombre,18 a 29 años,9,10,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,Hombre,30 a 60 años,16,9,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,Hombre,Más de 60 años,2,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,Hombre,No especificado,2,5,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,Mujer,13 a 17 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,Mujer,18 a 29 años,12,3,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,Mujer,30 a 60 años,10,11,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,Mujer,Más de 60 años,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,Mujer,No especificado,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,No identificado,No especificado,7,3,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Sin violencia,Hombre,18 a 29 años,1,4,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Sin violencia,Hombre,30 a 60 años,10,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Sin violencia,Hombre,No especificado,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Sin violencia,Mujer,18 a 29 años,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Sin violencia,Mujer,30 a 60 años,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Sin violencia,Mujer,Más de 60 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Sin violencia,Mujer,No especificado,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Sin violencia,No identificado,No especificado,3,3,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Con violencia,Hombre,18 a 29 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Con violencia,Hombre,30 a 60 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Con violencia,No identificado,No especificado,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,Hombre,18 a 29 años,0,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,Hombre,30 a 60 años,6,10,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,Hombre,Más de 60 años,1,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,Hombre,No especificado,5,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,Mujer,18 a 29 años,2,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,Mujer,30 a 60 años,2,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,Mujer,No especificado,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,No identificado,No especificado,3,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Con violencia,Hombre,18 a 29 años,1,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Con violencia,Hombre,No especificado,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,Hombre,18 a 29 años,17,30,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,Hombre,30 a 60 años,14,12,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,Hombre,Más de 60 años,2,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,Hombre,No especificado,4,8,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,Mujer,18 a 29 años,3,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,Mujer,30 a 60 años,4,4,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,Mujer,Más de 60 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,Mujer,No especificado,2,3,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,No identificado,No especificado,1,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte individual,Con violencia,Hombre,30 a 60 años,2,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte individual,Con violencia,No identificado,No especificado,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,Hombre,18 a 29 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,Mujer,30 a 60 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,Mujer,Más de 60 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Con violencia,Hombre,18 a 29 años,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Con violencia,Hombre,30 a 60 años,0,2,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Con violencia,Hombre,Más de 60 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Con violencia,Mujer,30 a 60 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Con violencia,Mujer,No especificado,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,Hombre,30 a 60 años,3,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,Hombre,Más de 60 años,1,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,Mujer,18 a 29 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,Mujer,30 a 60 años,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,No identificado,No especificado,1,0,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Hombre,0 a 12 años,4,7,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Hombre,13 a 17 años,0,1,,,,,,,,,,
2026,1,Aguascalientes,1001,Aguascalientes,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Hombre,18 a 29 años,1,0,,,,,,,,,,
