Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Mes,Valor,Fecha
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mayo,1,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mayo,10,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mayo,1,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mayo,1,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mayo,29,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mayo,6,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mayo,8,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mayo,4,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Mayo,3,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Mayo,2,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Mayo,6,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Mayo,1,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Mayo,13,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Mayo,21,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Mayo,2,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Mayo,5,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Mayo,5,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Mayo,5,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Mayo,1,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Mayo,1,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Mayo,10,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Mayo,2,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Mayo,2,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Mayo,11,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Mayo,4,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Mayo,1,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Mayo,3,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Mayo,40,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Mayo,5,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Mayo,3,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Mayo,28,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Mayo,4,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Mayo,13,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Mayo,2,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Mayo,12,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Mayo,1,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Mayo,16,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Mayo,2,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Mayo,2,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Mayo,0,2017-05-01
2017,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mayo,9,2017-05-01
2017,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mayo,1,2017-05-01
2017,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mayo,8,2017-05-01
2017,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mayo,4,2017-05-01
2017,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mayo,1,2017-05-01
2017,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Mayo,2,2017-05-01
2017,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mayo,3,2017-05-01
2017,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mayo,6,2017-05-01
2017,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mayo,0,2017-05-01
2017,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mayo,0,2017-05-01
2017,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Junio,0,2017-06-01
2017,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Junio,2,2017-06-01
2017,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Junio,1,2017-06-01
2017,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Junio,0,2017-06-01
2017,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Junio,1,2017-06-01
2017,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Junio,1,2017-06-01
2017,26,Sonora,El patrimonio,Extorsión,Extorsión,Extorsión,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Junio,2,2017-06-01
2017,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Junio,0,2017-06-01
2017,26,Sonora,La sociedad,Trata de personas,Trata de personas,Trata de personas,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Aborto,Aborto,Aborto,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Junio,1,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Junio,1,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Junio,3,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Junio,1,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Junio,5,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Junio,2,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Junio,24,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Junio,7,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Junio,0,2017-06-01
2017,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Junio,0,2017-06-01
